Year,District,LandCoverClass,PixelCount,Percentage,LandCoverLabel,Precipitation (mm),GPP (kg_C/m²/year),Population Density (People/km²)
2011,El Melgue,10,10075,61.171827565270185,Grasslands,196.72589,554.9433010492332,4.6389422
2011,El Melgue,16,9,0.0546448087431694,Barren or Sparsely Vegetated,196.72589,554.9433010492332,4.6389422
2011,El Melgue,255,6295,38.22100789313904,,196.72589,554.9433010492332,4.6389422
2011,El Ghaira,7,141,7.067669172932331,Open Shrublands,121.26666,580.1746031746031,45.466618
2011,El Ghaira,10,153,7.669172932330827,Grasslands,121.26666,580.1746031746031,45.466618
2011,El Ghaira,16,323,16.19047619047619,Barren or Sparsely Vegetated,121.26666,580.1746031746031,45.466618
2011,El Ghaira,255,1378,69.07268170426065,,121.26666,580.1746031746031,45.466618
2011,Lebheir,7,89,2.209533267130089,Open Shrublands,229.12949,703.5559322033898,14.410938
2011,Lebheir,10,1116,27.70605759682224,Grasslands,229.12949,703.5559322033898,14.410938
2011,Lebheir,13,5,0.12413108242303873,Urban and Built-up Lands,229.12949,703.5559322033898,14.410938
2011,Lebheir,16,1087,26.98609731876862,Barren or Sparsely Vegetated,229.12949,703.5559322033898,14.410938
2011,Lebheir,255,1731,42.97418073485601,,229.12949,703.5559322033898,14.410938
2011,Oudeiy Jrid,7,952,6.044444444444444,Open Shrublands,203.26747,689.4436130411544,7.1746845
2011,Oudeiy Jrid,10,5445,34.57142857142857,Grasslands,203.26747,689.4436130411544,7.1746845
2011,Oudeiy Jrid,13,3,0.01904761904761905,Urban and Built-up Lands,203.26747,689.4436130411544,7.1746845
2011,Oudeiy Jrid,16,757,4.806349206349206,Barren or Sparsely Vegetated,203.26747,689.4436130411544,7.1746845
2011,Oudeiy Jrid,255,8593,54.558730158730164,,203.26747,689.4436130411544,7.1746845
2011,Tenaha,7,118,0.5513503410896178,Open Shrublands,322.08264,1320.2069146542674,4.668445
2011,Tenaha,10,13216,61.75123820203719,Grasslands,322.08264,1320.2069146542674,4.668445
2011,Tenaha,255,8068,37.69741145687319,,322.08264,1320.2069146542674,4.668445
2011,Lavtah,7,81,0.24545454545454545,Open Shrublands,60.070473,800.0952380952381,1.2495066
2011,Lavtah,10,202,0.6121212121212121,Grasslands,60.070473,800.0952380952381,1.2495066
2011,Lavtah,16,17291,52.3969696969697,Barren or Sparsely Vegetated,60.070473,800.0952380952381,1.2495066
2011,Lavtah,255,15426,46.74545454545454,,60.070473,800.0952380952381,1.2495066
2011,Kiffa,7,58,0.6643757159221076,Open Shrublands,199.16945,563.215415821501,46.70477
2011,Kiffa,10,5412,61.99312714776632,Grasslands,199.16945,563.215415821501,46.70477
2011,Kiffa,16,40,0.45819014891179843,Barren or Sparsely Vegetated,199.16945,563.215415821501,46.70477
2011,Kiffa,255,3220,36.884306987399775,,199.16945,563.215415821501,46.70477
2011,Blajmil,7,155,0.5977862624860195,Open Shrublands,278.5179,888.3477317680087,5.1936398
2011,Blajmil,10,15519,59.85190327432605,Grasslands,278.5179,888.3477317680087,5.1936398
2011,Blajmil,255,10255,39.55031046318794,,278.5179,888.3477317680087,5.1936398
2011,R’Dheidhie,7,38,0.22716403634624582,Open Shrublands,143.04692,528.7718894009216,8.326688
2011,R’Dheidhie,10,2311,13.815160210425633,Grasslands,143.04692,528.7718894009216,8.326688
2011,R’Dheidhie,16,2276,13.605930176948828,Barren or Sparsely Vegetated,143.04692,528.7718894009216,8.326688
2011,R’Dheidhie,255,12103,72.35174557627928,,143.04692,528.7718894009216,8.326688
2011,Kamour,7,331,2.7890124705089314,Open Shrublands,158.6968,641.9745989304813,8.359712
2011,Kamour,10,3522,29.67644084934277,Grasslands,158.6968,641.9745989304813,8.359712
2011,Kamour,16,912,7.684529828109202,Barren or Sparsely Vegetated,158.6968,641.9745989304813,8.359712
2011,Kamour,255,7103,59.850016852039104,,158.6968,641.9745989304813,8.359712
2011,Boumdeid,7,13,1.0317460317460316,Open Shrublands,78.8452,969.1176470588235,10.205871
2011,Boumdeid,10,110,8.73015873015873,Grasslands,78.8452,969.1176470588235,10.205871
2011,Boumdeid,16,575,45.63492063492063,Barren or Sparsely Vegetated,78.8452,969.1176470588235,10.205871
2011,Boumdeid,255,562,44.60317460317461,,78.8452,969.1176470588235,10.205871
2011,Kouroudjel,7,1,0.02535496957403651,Open Shrublands,228.3599,613.248679245283,5.53033
2011,Kouroudjel,10,2649,67.16531440162272,Grasslands,228.3599,613.248679245283,5.53033
2011,Kouroudjel,255,1294,32.809330628803245,,228.3599,613.248679245283,5.53033
2011,Nouamlein,7,139,0.35109876231371556,Open Shrublands,136.25569,562.7313000276015,1.3122206
2011,Nouamlein,10,10814,27.3149785299318,Grasslands,136.25569,562.7313000276015,1.3122206
2011,Nouamlein,16,5478,13.836827481687294,Barren or Sparsely Vegetated,136.25569,562.7313000276015,1.3122206
2011,Nouamlein,255,23159,58.49709522606719,,136.25569,562.7313000276015,1.3122206
2011,Laweissi,7,177,1.7388741526672562,Open Shrublands,225.94513,776.9732711073399,11.681201
2011,Laweissi,10,3466,34.050496119461634,Grasslands,225.94513,776.9732711073399,11.681201
2011,Laweissi,16,1705,16.750171922585714,Barren or Sparsely Vegetated,225.94513,776.9732711073399,11.681201
2011,Laweissi,255,4831,47.460457805285394,,225.94513,776.9732711073399,11.681201
2011,Hseiy Tin,7,9,0.1893939393939394,Open Shrublands,85.95389,697.6666666666666,4.25386
2011,Hseiy Tin,10,37,0.7786195286195287,Grasslands,85.95389,697.6666666666666,4.25386
2011,Hseiy Tin,16,1884,39.64646464646464,Barren or Sparsely Vegetated,85.95389,697.6666666666666,4.25386
2011,Hseiy Tin,255,2822,59.38552188552188,,85.95389,697.6666666666666,4.25386
2011,Kankoussa,7,2,0.09652509652509653,Open Shrublands,235.38757,863.516742081448,61.00688
2011,Kankoussa,10,1103,53.23359073359073,Grasslands,235.38757,863.516742081448,61.00688
2011,Kankoussa,255,967,46.66988416988417,,235.38757,863.516742081448,61.00688
2011,Aghorat,7,168,0.8667388949079089,Open Shrublands,183.25092,600.8397872694034,11.797093
2011,Aghorat,10,6428,33.163081050405,Grasslands,183.25092,600.8397872694034,11.797093
2011,Aghorat,16,34,0.1754114430170768,Barren or Sparsely Vegetated,183.25092,600.8397872694034,11.797093
2011,Aghorat,255,12753,65.79476861167002,,183.25092,600.8397872694034,11.797093
2012,El Ghabra,7,12,0.25359256128486896,Open Shrublands,353.91678,1211.8650927487352,26.833712
2012,El Ghabra,10,1715,36.24260355029586,Grasslands,353.91678,1211.8650927487352,26.833712
2012,El Ghabra,16,884,18.681318681318682,Barren or Sparsely Vegetated,353.91678,1211.8650927487352,26.833712
2012,El Ghabra,255,2121,44.82248520710059,,353.91678,1211.8650927487352,26.833712
2012,Guerou,10,512,44.32900432900433,Grasslands,320.2253,1038.2111650485438,147.65082
2012,Guerou,16,38,3.29004329004329,Barren or Sparsely Vegetated,320.2253,1038.2111650485438,147.65082
2012,Guerou,255,605,52.38095238095239,,320.2253,1038.2111650485438,147.65082
2012,Barkeiwel,7,2,0.12315270935960591,Open Shrublands,357.71497,938.5282051282052,51.2516
2012,Barkeiwel,10,275,16.93349753694581,Grasslands,357.71497,938.5282051282052,51.2516
2012,Barkeiwel,16,492,30.295566502463057,Barren or Sparsely Vegetated,357.71497,938.5282051282052,51.2516
2012,Barkeiwel,255,855,52.64778325123153,,357.71497,938.5282051282052,51.2516
2012,Legrane,7,318,1.2622052869730889,Open Shrublands,404.4705,1562.2574667390713,4.0561953
2012,Legrane,10,14557,57.77963007065174,Grasslands,404.4705,1562.2574667390713,4.0561953
2012,Legrane,12,1,0.0039691990156386445,Croplands,404.4705,1562.2574667390713,4.0561953
2012,Legrane,16,7,0.027784393109470507,Barren or Sparsely Vegetated,404.4705,1562.2574667390713,4.0561953
2012,Legrane,255,10311,40.92641105025006,,404.4705,1562.2574667390713,4.0561953
2012,Sani,7,3,0.030072173215717722,Open Shrublands,469.83566,1933.6708704592186,6.435148
2012,Sani,10,7300,73.17562149157979,Grasslands,469.83566,1933.6708704592186,6.435148
2012,Sani,255,2673,26.794306335204492,,469.83566,1933.6708704592186,6.435148
2012,Daghveg,7,63,0.9388971684053652,Open Shrublands,380.32608,1093.1376701966717,15.949635
2012,Daghveg,10,835,12.444113263785395,Grasslands,380.32608,1093.1376701966717,15.949635
2012,Daghveg,16,1979,29.493293591654247,Barren or Sparsely Vegetated,380.32608,1093.1376701966717,15.949635
2012,Daghveg,255,3833,57.123695976155,,380.32608,1093.1376701966717,15.949635
2012,Bou Lahrath,7,16,0.1128747795414462,Open Shrublands,311.6807,1066.090717299578,7.2682166
2012,Bou Lahrath,10,962,6.786596119929452,Grasslands,311.6807,1066.090717299578,7.2682166
2012,Bou Lahrath,16,5410,38.1657848324515,Barren or Sparsely Vegetated,311.6807,1066.090717299578,7.2682166
2012,Bou Lahrath,255,7787,54.93474426807761,,311.6807,1066.090717299578,7.2682166
2012,Hamed,7,34,0.1520844516013598,Open Shrublands,515.18463,1588.7497288503255,10.648024
2012,Hamed,10,11036,49.36482376095903,Grasslands,515.18463,1588.7497288503255,10.648024
2012,Hamed,255,11286,50.48309178743962,,515.18463,1588.7497288503255,10.648024
2012,Gueller,7,122,0.8299319727891157,Open Shrublands,344.69272,1164.8524590163934,5.015297
2012,Gueller,10,1544,10.503401360544217,Grasslands,344.69272,1164.8524590163934,5.015297
2012,Gueller,16,3576,24.3265306122449,Barren or Sparsely Vegetated,344.69272,1164.8524590163934,5.015297
2012,Gueller,255,9458,64.34013605442178,,344.69272,1164.8524590163934,5.015297
2012,El Melgue,7,72,0.4371584699453552,Open Shrublands,337.7329,1279.9958635996773,4.6441193
2012,El Melgue,10,10096,61.29933211900425,Grasslands,337.7329,1279.9958635996773,4.6441193
2012,El Melgue,16,7,0.042501517911353974,Barren or Sparsely Vegetated,337.7329,1279.9958635996773,4.6441193
2012,El Melgue,255,6295,38.22100789313904,,337.7329,1279.9958635996773,4.6441193
2012,El Ghaira,7,139,6.9674185463659155,Open Shrublands,259.9181,970.3492063492064,46.09264
2012,El Ghaira,10,146,7.318295739348371,Grasslands,259.9181,970.3492063492064,46.09264
2012,El Ghaira,16,332,16.641604010025063,Barren or Sparsely Vegetated,259.9181,970.3492063492064,46.09264
2012,El Ghaira,255,1378,69.07268170426065,,259.9181,970.3492063492064,46.09264
2012,Lebheir,7,107,2.656405163853029,Open Shrublands,393.08182,1257.0463276836158,14.67556
2012,Lebheir,10,1095,27.18470705064548,Grasslands,393.08182,1257.0463276836158,14.67556
2012,Lebheir,13,5,0.12413108242303873,Urban and Built-up Lands,393.08182,1257.0463276836158,14.67556
2012,Lebheir,16,1090,27.060575968222444,Barren or Sparsely Vegetated,393.08182,1257.0463276836158,14.67556
2012,Lebheir,255,1731,42.97418073485601,,393.08182,1257.0463276836158,14.67556
2012,Oudeiy Jrid,7,710,4.507936507936508,Open Shrublands,367.04056,1145.9380010689472,7.446701
2012,Oudeiy Jrid,10,5490,34.85714285714286,Grasslands,367.04056,1145.9380010689472,7.446701
2012,Oudeiy Jrid,13,3,0.01904761904761905,Urban and Built-up Lands,367.04056,1145.9380010689472,7.446701
2012,Oudeiy Jrid,16,954,6.057142857142858,Barren or Sparsely Vegetated,367.04056,1145.9380010689472,7.446701
2012,Oudeiy Jrid,255,8593,54.558730158730164,,367.04056,1145.9380010689472,7.446701
2012,Tenaha,7,105,0.49060835435940564,Open Shrublands,543.39813,2144.421103944803,4.82338
2012,Tenaha,10,13229,61.8119801887674,Grasslands,543.39813,2144.421103944803,4.82338
2012,Tenaha,255,8068,37.69741145687319,,543.39813,2144.421103944803,4.82338
2012,Lavtah,7,92,0.2787878787878788,Open Shrublands,89.54347,1214.7619047619048,1.2520326
2012,Lavtah,10,254,0.7696969696969697,Grasslands,89.54347,1214.7619047619048,1.2520326
2012,Lavtah,16,17228,52.20606060606061,Barren or Sparsely Vegetated,89.54347,1214.7619047619048,1.2520326
2012,Lavtah,255,15426,46.74545454545454,,89.54347,1214.7619047619048,1.2520326
2012,Kiffa,7,53,0.6071019473081329,Open Shrublands,339.28485,1295.1553752535497,49.002354
2012,Kiffa,10,5425,62.14203894616266,Grasslands,339.28485,1295.1553752535497,49.002354
2012,Kiffa,16,32,0.3665521191294387,Barren or Sparsely Vegetated,339.28485,1295.1553752535497,49.002354
2012,Kiffa,255,3220,36.884306987399775,,339.28485,1295.1553752535497,49.002354
2012,Blajmil,7,62,0.23911450499440778,Open Shrublands,485.53146,1675.3032603841,5.3325167
2012,Blajmil,10,15612,60.21057503181766,Grasslands,485.53146,1675.3032603841,5.3325167
2012,Blajmil,255,10255,39.55031046318794,,485.53146,1675.3032603841,5.3325167
2012,R’Dheidhie,7,22,0.13151602104256335,Open Shrublands,291.8103,1060.48732718894,8.544789
2012,R’Dheidhie,10,2331,13.934720229555236,Grasslands,291.8103,1060.48732718894,8.544789
2012,R’Dheidhie,16,2272,13.58201817312291,Barren or Sparsely Vegetated,291.8103,1060.48732718894,8.544789
2012,R’Dheidhie,255,12103,72.35174557627928,,291.8103,1060.48732718894,8.544789
2012,Kamour,7,295,2.4856757667677787,Open Shrublands,302.88168,1126.3591800356505,8.598096
2012,Kamour,10,3507,29.55005055611729,Grasslands,302.88168,1126.3591800356505,8.598096
2012,Kamour,16,963,8.114256825075834,Barren or Sparsely Vegetated,302.88168,1126.3591800356505,8.598096
2012,Kamour,255,7103,59.850016852039104,,302.88168,1126.3591800356505,8.598096
2012,Boumdeid,7,15,1.1904761904761905,Open Shrublands,132.26643,1694.0588235294117,9.937052
2012,Boumdeid,10,136,10.793650793650794,Grasslands,132.26643,1694.0588235294117,9.937052
2012,Boumdeid,16,547,43.41269841269841,Barren or Sparsely Vegetated,132.26643,1694.0588235294117,9.937052
2012,Boumdeid,255,562,44.60317460317461,,132.26643,1694.0588235294117,9.937052
2012,Kouroudjel,7,1,0.02535496957403651,Open Shrublands,419.6613,1766.4362264150943,5.5443816
2012,Kouroudjel,10,2649,67.16531440162272,Grasslands,419.6613,1766.4362264150943,5.5443816
2012,Kouroudjel,255,1294,32.809330628803245,,419.6613,1766.4362264150943,5.5443816
2012,Nouamlein,7,126,0.31826218742106593,Open Shrublands,225.00453,1150.952249516975,1.3348593
2012,Nouamlein,10,11184,28.249557969184135,Grasslands,225.00453,1150.952249516975,1.3348593
2012,Nouamlein,16,5121,12.935084617327608,Barren or Sparsely Vegetated,225.00453,1150.952249516975,1.3348593
2012,Nouamlein,255,23159,58.49709522606719,,225.00453,1150.952249516975,1.3348593
2012,Laweissi,7,137,1.3459082424599664,Open Shrublands,393.6135,1293.3368689011456,11.877798
2012,Laweissi,10,3394,33.34315748108851,Grasslands,393.6135,1293.3368689011456,11.877798
2012,Laweissi,16,1817,17.850476471166125,Barren or Sparsely Vegetated,393.6135,1293.3368689011456,11.877798
2012,Laweissi,255,4831,47.460457805285394,,393.6135,1293.3368689011456,11.877798
2012,Hseiy Tin,7,10,0.21043771043771042,Open Shrublands,148.15306,595.0,4.2418513
2012,Hseiy Tin,10,78,1.6414141414141417,Grasslands,148.15306,595.0,4.2418513
2012,Hseiy Tin,16,1842,38.76262626262626,Barren or Sparsely Vegetated,148.15306,595.0,4.2418513
2012,Hseiy Tin,255,2822,59.38552188552188,,148.15306,595.0,4.2418513
2012,Kankoussa,7,2,0.09652509652509653,Open Shrublands,465.08698,1695.0968325791855,62.565228
2012,Kankoussa,10,1103,53.23359073359073,Grasslands,465.08698,1695.0968325791855,62.565228
2012,Kankoussa,255,967,46.66988416988417,,465.08698,1695.0968325791855,62.565228
2012,Aghorat,7,130,0.670690811535882,Open Shrublands,294.59027,1148.9208908093735,12.056898
2012,Aghorat,10,6478,33.42103905484187,Grasslands,294.59027,1148.9208908093735,12.056898
2012,Aghorat,16,22,0.11350152195222618,Barren or Sparsely Vegetated,294.59027,1148.9208908093735,12.056898
2012,Aghorat,255,12753,65.79476861167002,,294.59027,1148.9208908093735,12.056898
2013,El Ghabra,7,10,0.2113271344040575,Open Shrublands,249.60599,851.1382799325464,27.256027
2013,El Ghabra,10,1690,35.714285714285715,Grasslands,249.60599,851.1382799325464,27.256027
2013,El Ghabra,16,911,19.25190194420964,Barren or Sparsely Vegetated,249.60599,851.1382799325464,27.256027
2013,El Ghabra,255,2121,44.82248520710059,,249.60599,851.1382799325464,27.256027
2013,Guerou,10,516,44.675324675324674,Grasslands,250.22673,1165.2669902912621,151.88426
2013,Guerou,16,34,2.943722943722944,Barren or Sparsely Vegetated,250.22673,1165.2669902912621,151.88426
2013,Guerou,255,605,52.38095238095239,,250.22673,1165.2669902912621,151.88426
2013,Barkeiwel,7,1,0.06157635467980296,Open Shrublands,235.92525,639.1025641025641,52.592392
2013,Barkeiwel,10,270,16.625615763546797,Grasslands,235.92525,639.1025641025641,52.592392
2013,Barkeiwel,16,498,30.665024630541872,Barren or Sparsely Vegetated,235.92525,639.1025641025641,52.592392
2013,Barkeiwel,255,855,52.64778325123153,,235.92525,639.1025641025641,52.592392
